# #Data,#Feat,Runtime
3274,8,0.007226
9821,8,0.019156
16367,8,0.031612
22914,8,0.044657
29461,8,0.057845
36008,8,0.071006
42554,8,0.084636
49101,8,0.099196
55648,8,0.113956
62195,8,0.128742
68741,8,0.146330
75288,8,0.158298
81835,8,0.172699
88382,8,0.185865
94929,8,0.208055
101475,8,0.232006
108022,8,0.267686
114569,8,0.269034
121116,8,0.296479
127662,8,0.319682
134209,8,0.365998
140756,8,0.358337
147303,8,0.383915
153849,8,0.464889
160396,8,0.437987
166943,8,0.497472
173490,8,0.528491
180036,8,0.585991
186583,8,0.611338
193130,8,0.645118
199677,8,0.680670
206223,8,0.705691
212770,8,0.731542
219317,8,0.763197
225864,8,0.801918
232410,8,0.832709
238957,8,0.886817
245504,8,0.912682
252051,8,0.920036
258598,8,0.941972
265144,8,1.006397
271691,8,1.042864
278238,8,1.060543
284785,8,1.058969
291331,8,1.133601
297878,8,1.171405
304425,8,1.218167
310972,8,1.231702
317518,8,1.249306
324065,8,1.281979
