# #Data,#Feat,Runtime
128,26832,0.121742
193,26832,0.153240
321,26832,0.202674
449,26832,0.247555
577,26832,0.291660
705,26832,0.335582
833,26832,0.382828
961,26832,0.428434
1089,26832,0.474811
1217,26832,0.520588
1345,26832,0.564391
1473,26832,0.610062
1601,26832,0.652621
1729,26832,0.704968
1857,26832,0.750734
1985,26832,0.798762
2113,26832,0.844065
2241,26832,0.890878
2369,26832,0.951075
2497,26832,0.990660
2625,26832,1.043041
2753,26832,1.089281
2881,26832,1.142119
3009,26832,1.190649
3137,26832,1.249376
3265,26832,1.326052
3393,26832,1.338106
3521,26832,1.435685
3649,26832,1.448952
3777,26832,1.566811
3905,26832,1.601965
4033,26832,1.607509
4161,26832,1.702087
4289,26832,1.809714
4417,26832,1.796718
4545,26832,1.921350
4673,26832,1.951984
4801,26832,2.002985
4929,26832,2.019691
5057,26832,2.061821
5185,26832,2.213426
5313,26832,2.275181
5441,26832,2.235832
5569,26832,2.322247
5697,26832,2.480026
5825,26832,2.453096
5953,26832,2.725229
6081,26832,2.965593
6209,26832,2.750407
6337,26832,2.970209
