# #Data,#Feat,Runtime
128,8460,0.027867
136,8460,0.028281
157,8460,0.044366
178,8460,0.033081
199,8460,0.035481
220,8460,0.038088
241,8460,0.040298
261,8460,0.042331
282,8460,0.044760
303,8460,0.047089
324,8460,0.049354
345,8460,0.051958
366,8460,0.054397
387,8460,0.056780
408,8460,0.058627
429,8460,0.060905
449,8460,0.063363
470,8460,0.065637
491,8460,0.067874
512,8460,0.083591
533,8460,0.072276
554,8460,0.074651
575,8460,0.076979
596,8460,0.081594
616,8460,0.082192
637,8460,0.084811
658,8460,0.086199
679,8460,0.088958
700,8460,0.091455
721,8460,0.093283
742,8460,0.095935
763,8460,0.097721
783,8460,0.102509
804,8460,0.103798
825,8460,0.104710
846,8460,0.106589
867,8460,0.109078
888,8460,0.113396
909,8460,0.116055
930,8460,0.117404
951,8460,0.118486
971,8460,0.121021
992,8460,0.124135
1013,8460,0.128055
1034,8460,0.130459
