# #Data,#Feat,Runtime
128,3238,0.008793
134,3238,0.008953
148,3238,0.009361
162,3238,0.009670
176,3238,0.010056
190,3238,0.010371
204,3238,0.010701
218,3238,0.011071
232,3238,0.011414
246,3238,0.011761
260,3238,0.012153
274,3238,0.012491
288,3238,0.012851
302,3238,0.013172
316,3238,0.013550
330,3238,0.014020
344,3238,0.014387
359,3238,0.014807
373,3238,0.015186
387,3238,0.015630
401,3238,0.016053
415,3238,0.016431
429,3238,0.016835
443,3238,0.017287
457,3238,0.017666
471,3238,0.018092
485,3238,0.018689
499,3238,0.018876
513,3238,0.019365
527,3238,0.019866
541,3238,0.020090
555,3238,0.020652
569,3238,0.021061
583,3238,0.021512
597,3238,0.021783
611,3238,0.022174
625,3238,0.022685
639,3238,0.022987
653,3238,0.023655
667,3238,0.023728
681,3238,0.024240
695,3238,0.024631
