# #Data,#Feat,Runtime
128,2886,0.012351
131,2886,0.009532
152,2886,0.010224
172,2886,0.011002
192,2886,0.011695
212,2886,0.012402
232,2886,0.012917
252,2886,0.013573
272,2886,0.014182
293,2886,0.014817
313,2886,0.015562
333,2886,0.016251
353,2886,0.016939
373,2886,0.017632
393,2886,0.018283
413,2886,0.018918
434,2886,0.019719
454,2886,0.020314
474,2886,0.021055
494,2886,0.021785
514,2886,0.022549
534,2886,0.023186
554,2886,0.023909
574,2886,0.024568
595,2886,0.025526
615,2886,0.026275
635,2886,0.027099
655,2886,0.027393
675,2886,0.027965
695,2886,0.028687
715,2886,0.029503
736,2886,0.030125
756,2886,0.030956
776,2886,0.031457
796,2886,0.032258
816,2886,0.033022
836,2886,0.033848
856,2886,0.034210
877,2886,0.034951
897,2886,0.035611
917,2886,0.036389
937,2886,0.036993
957,2886,0.037823
977,2886,0.038421
997,2886,0.039158
