# #Data,#Feat,Runtime
6868,10,0.018436
20603,10,0.055021
34338,10,0.095381
48073,10,0.138601
61809,10,0.174812
75544,10,0.229732
89279,10,0.266943
103014,10,0.342013
116749,10,0.379267
130484,10,0.477348
144219,10,0.587907
157954,10,0.670606
171689,10,0.726348
185425,10,0.791092
199160,10,0.910921
212895,10,0.973410
226630,10,1.033185
240365,10,1.140009
254100,10,1.215227
267835,10,1.308681
281570,10,1.415388
295306,10,1.462011
309041,10,1.548738
322776,10,1.632760
336511,10,1.774615
350246,10,1.818040
363981,10,1.833047
377716,10,2.057822
391451,10,2.011279
405187,10,2.143919
418922,10,2.312461
432657,10,2.452597
446392,10,2.496632
460127,10,2.537583
473862,10,2.748017
487597,10,2.781463
501332,10,3.009081
515067,10,2.974790
528803,10,3.205291
542538,10,3.436696
556273,10,3.280330
570008,10,3.323128
583743,10,3.281227
597478,10,3.581824
611213,10,3.629029
624948,10,3.678324
638684,10,3.768741
652419,10,3.919998
666154,10,3.945040
679889,10,3.933600
