# #Data,#Feat,Runtime
661,100,0.008774
1981,100,0.026604
3301,100,0.049430
4621,100,0.071488
5942,100,0.101379
7262,100,0.134397
8582,100,0.163416
9902,100,0.198739
11223,100,0.208205
12543,100,0.242920
13863,100,0.265342
15183,100,0.302629
16503,100,0.330040
17824,100,0.398733
19144,100,0.424010
20464,100,0.459884
21784,100,0.492559
23105,100,0.528588
24425,100,0.564153
25745,100,0.597593
27065,100,0.629266
28386,100,0.703122
29706,100,0.832355
31026,100,0.814975
32346,100,0.845863
33667,100,0.762908
34987,100,0.809058
36307,100,0.815671
37627,100,0.900500
38948,100,0.999859
40268,100,1.030653
41588,100,1.032016
42908,100,1.104031
44229,100,1.110853
45549,100,1.224263
46869,100,1.361160
48189,100,1.256810
49509,100,1.414386
50830,100,1.504636
52150,100,1.478136
53470,100,1.538864
54790,100,1.589752
56111,100,1.403584
57431,100,1.568965
58751,100,1.435751
60071,100,1.827102
61392,100,1.958714
62712,100,1.901321
64032,100,1.813313
65352,100,1.937550
