# #Data,#Feat,Runtime
3893,54,0.011166
11679,54,0.031656
19464,54,0.053324
27250,54,0.076804
35036,54,0.103059
42821,54,0.127150
50607,54,0.160890
58392,54,0.188888
66178,54,0.246287
73963,54,0.256074
81749,54,0.272838
89534,54,0.322876
97320,54,0.351624
105106,54,0.402059
112891,54,0.433514
120677,54,0.509403
128462,54,0.562381
136248,54,0.598976
144033,54,0.654095
151819,54,0.687492
159604,54,0.742299
167390,54,0.803749
175176,54,0.870672
182961,54,0.894698
190747,54,0.942634
198532,54,1.020530
206318,54,1.054974
214103,54,1.094704
221889,54,1.163613
229675,54,1.210939
237460,54,1.267111
245246,54,1.311424
253031,54,1.360142
260817,54,1.414621
268602,54,1.509926
276388,54,1.502489
284173,54,1.574395
291959,54,1.645727
299745,54,1.706182
307530,54,1.726581
315316,54,1.779852
323101,54,1.835922
330887,54,1.908407
338672,54,1.930688
346458,54,2.032532
354243,54,2.045277
362029,54,2.094890
369815,54,2.156551
377600,54,2.303956
385386,54,2.279734
