# #Data,#Feat,Runtime
128,12432,0.014195
145,12432,0.014912
186,12432,0.016822
227,12432,0.018614
268,12432,0.020390
309,12432,0.022207
351,12432,0.024128
392,12432,0.025815
433,12432,0.027712
474,12432,0.029637
515,12432,0.031311
556,12432,0.033273
598,12432,0.035196
639,12432,0.036804
680,12432,0.038920
721,12432,0.040649
762,12432,0.042486
804,12432,0.044253
845,12432,0.046307
886,12432,0.048251
927,12432,0.049804
968,12432,0.052167
1009,12432,0.054096
1051,12432,0.056408
1092,12432,0.058575
1133,12432,0.060220
1174,12432,0.062288
1215,12432,0.063865
1256,12432,0.065627
1298,12432,0.067819
1339,12432,0.069853
1380,12432,0.072805
1421,12432,0.074266
1462,12432,0.076501
1504,12432,0.080163
1545,12432,0.079835
1586,12432,0.083070
1627,12432,0.084412
1668,12432,0.086523
1709,12432,0.089229
1751,12432,0.089751
1792,12432,0.092633
1833,12432,0.095023
1874,12432,0.097498
1915,12432,0.101669
1957,12432,0.101179
1998,12432,0.106803
2039,12432,0.107456
