# #Data,#Feat,Runtime
128,11465,0.015673
225,11465,0.018659
374,11465,0.023787
524,11465,0.028763
674,11465,0.033799
823,11465,0.038623
973,11465,0.044200
1122,11465,0.048888
1272,11465,0.054378
1421,11465,0.059604
1571,11465,0.064473
1720,11465,0.069446
1870,11465,0.075465
2020,11465,0.080656
2169,11465,0.085921
2319,11465,0.091058
2468,11465,0.097171
2618,11465,0.102477
2767,11465,0.107642
2917,11465,0.114230
3066,11465,0.119056
3216,11465,0.124647
3366,11465,0.128556
3515,11465,0.135317
3665,11465,0.139951
3814,11465,0.146636
3964,11465,0.151608
4113,11465,0.157684
4263,11465,0.163892
4413,11465,0.168460
4562,11465,0.174498
4712,11465,0.181348
4861,11465,0.186682
5011,11465,0.195630
5160,11465,0.197398
5310,11465,0.202725
5459,11465,0.213750
5609,11465,0.216546
5759,11465,0.223041
5908,11465,0.227084
6058,11465,0.233843
6207,11465,0.236068
6357,11465,0.244967
6506,11465,0.250412
6656,11465,0.255277
6805,11465,0.263928
6955,11465,0.270239
7105,11465,0.275256
7254,11465,0.279595
7404,11465,0.283971
