# #Data,#Feat,Runtime
128,2000,0.016844
149,2000,0.019194
182,2000,0.022348
215,2000,0.025426
248,2000,0.028526
281,2000,0.031698
314,2000,0.034799
347,2000,0.037946
380,2000,0.041369
413,2000,0.044326
446,2000,0.047391
479,2000,0.050643
512,2000,0.054103
545,2000,0.057315
578,2000,0.060223
611,2000,0.063461
644,2000,0.067249
677,2000,0.070391
710,2000,0.075133
743,2000,0.076953
776,2000,0.080409
809,2000,0.084273
843,2000,0.086613
876,2000,0.091404
909,2000,0.093335
942,2000,0.097812
975,2000,0.100046
1008,2000,0.104622
1041,2000,0.106461
1074,2000,0.111041
1107,2000,0.114805
1140,2000,0.119561
1173,2000,0.123490
1206,2000,0.126724
1239,2000,0.127247
1272,2000,0.132965
1305,2000,0.135295
1338,2000,0.140597
1371,2000,0.142600
1404,2000,0.145314
1437,2000,0.147368
1470,2000,0.150660
1503,2000,0.155047
1536,2000,0.157989
1569,2000,0.162112
1602,2000,0.165990
1635,2000,0.169329
