# #Data,#Feat,Runtime
274,10,0.001541
820,10,0.002313
1366,10,0.003061
1912,10,0.003804
2459,10,0.004531
3005,10,0.005386
3551,10,0.006270
4098,10,0.007113
4644,10,0.007979
5190,10,0.008877
5736,10,0.009723
6283,10,0.010619
6829,10,0.011459
7375,10,0.012297
7922,10,0.013186
8468,10,0.014072
9014,10,0.014963
9560,10,0.015759
10107,10,0.016652
10653,10,0.017560
11199,10,0.018346
11746,10,0.019345
12292,10,0.020191
12838,10,0.021030
13384,10,0.021965
13931,10,0.022787
14477,10,0.023744
15023,10,0.024516
15569,10,0.025448
16116,10,0.026272
16662,10,0.027195
17208,10,0.028112
17755,10,0.029047
18301,10,0.030037
18847,10,0.030766
19393,10,0.031626
19940,10,0.032510
20486,10,0.033411
21032,10,0.034377
21579,10,0.035304
22125,10,0.036175
22671,10,0.037041
23217,10,0.037940
23764,10,0.038932
24310,10,0.039761
24856,10,0.040675
25403,10,0.041721
25949,10,0.042557
26495,10,0.043745
27041,10,0.044353
