# #Data,#Feat,Runtime
128,50,0.001609
141,50,0.001669
155,50,0.001720
168,50,0.001768
181,50,0.001800
195,50,0.001853
208,50,0.001927
222,50,0.001968
235,50,0.002019
248,50,0.002063
262,50,0.002144
275,50,0.002205
289,50,0.002230
302,50,0.002263
315,50,0.002314
329,50,0.002430
342,50,0.002404
356,50,0.002477
369,50,0.002510
382,50,0.002562
396,50,0.002608
409,50,0.002664
423,50,0.002714
436,50,0.002766
449,50,0.002834
463,50,0.002879
476,50,0.002927
490,50,0.002974
503,50,0.003004
516,50,0.003051
530,50,0.003104
543,50,0.003167
557,50,0.003197
570,50,0.003256
583,50,0.003330
597,50,0.003369
610,50,0.003421
624,50,0.003463
637,50,0.003558
650,50,0.003562
664,50,0.003600
