# #Data,#Feat,Runtime
128,19,0.002857
140,19,0.002992
171,19,0.003218
202,19,0.003495
233,19,0.003730
263,19,0.004008
294,19,0.004246
325,19,0.004485
356,19,0.004731
387,19,0.004995
418,19,0.005259
449,19,0.005526
480,19,0.005769
511,19,0.006002
542,19,0.006281
573,19,0.006523
604,19,0.006802
635,19,0.007053
666,19,0.007267
697,19,0.007551
728,19,0.007892
759,19,0.008079
789,19,0.008371
820,19,0.008536
851,19,0.008848
882,19,0.009046
913,19,0.009343
944,19,0.009574
975,19,0.009876
1006,19,0.010066
1037,19,0.010306
1068,19,0.010633
1099,19,0.010843
1130,19,0.011327
1161,19,0.011425
1192,19,0.011575
1223,19,0.011900
1254,19,0.012180
1285,19,0.012354
1315,19,0.012640
1346,19,0.013010
1377,19,0.013128
1408,19,0.013617
1439,19,0.013839
1470,19,0.014046
1501,19,0.014271
1532,19,0.014707
