# #Data,#Feat,Runtime
128,253,0.002670
151,253,0.002967
251,253,0.004157
351,253,0.005339
452,253,0.006538
552,253,0.007731
652,253,0.009184
753,253,0.010265
853,253,0.011449
953,253,0.012717
1053,253,0.014072
1154,253,0.015348
1254,253,0.016780
1354,253,0.017963
1455,253,0.019304
1555,253,0.020904
1655,253,0.022047
1755,253,0.023204
1856,253,0.024551
1956,253,0.025729
2056,253,0.026982
2157,253,0.028250
2257,253,0.030128
2357,253,0.031465
2457,253,0.032704
2558,253,0.033908
2658,253,0.036223
2758,253,0.036745
2858,253,0.037889
2959,253,0.039188
3059,253,0.040219
3159,253,0.042150
3260,253,0.043066
3360,253,0.044718
3460,253,0.046112
3560,253,0.046755
3661,253,0.049083
3761,253,0.050584
3861,253,0.051656
3962,253,0.053238
4062,253,0.055019
4162,253,0.056109
4262,253,0.058199
4363,253,0.059110
4463,253,0.061132
4563,253,0.062009
4664,253,0.063676
4764,253,0.066718
4864,253,0.067066
4964,253,0.069148
