# #Data,#Feat,Runtime
128,7,0.001372
136,7,0.001353
190,7,0.001413
245,7,0.001501
299,7,0.001579
353,7,0.001631
408,7,0.001723
462,7,0.001782
516,7,0.001844
570,7,0.001907
625,7,0.001995
679,7,0.002063
733,7,0.002136
788,7,0.002217
842,7,0.002284
896,7,0.002337
950,7,0.002419
1005,7,0.002500
1059,7,0.002557
1113,7,0.002635
1168,7,0.002699
1222,7,0.002785
1276,7,0.002857
1330,7,0.002924
1385,7,0.002974
1439,7,0.003078
1493,7,0.003135
1547,7,0.003195
1602,7,0.003285
1656,7,0.003370
1710,7,0.003431
1765,7,0.003514
1819,7,0.003578
1873,7,0.003654
1927,7,0.003717
1982,7,0.003796
2036,7,0.003863
2090,7,0.003981
2145,7,0.004007
2199,7,0.004091
2253,7,0.004195
2307,7,0.004223
2362,7,0.004289
2416,7,0.004376
2470,7,0.004443
2525,7,0.004516
2579,7,0.004590
2633,7,0.004660
2687,7,0.004730
