# #Data,#Feat,Runtime
128,38,0.001468
191,38,0.001663
318,38,0.001950
444,38,0.002232
571,38,0.002526
698,38,0.002810
825,38,0.003399
952,38,0.003421
1079,38,0.003749
1205,38,0.004079
1332,38,0.004402
1459,38,0.004693
1586,38,0.005005
1713,38,0.005335
1840,38,0.005705
1967,38,0.005949
2093,38,0.006180
2220,38,0.006565
2347,38,0.006874
2474,38,0.007195
2601,38,0.007477
2728,38,0.007822
2854,38,0.008087
2981,38,0.008630
3108,38,0.008660
3235,38,0.008968
3362,38,0.009325
3489,38,0.009580
3615,38,0.009887
3742,38,0.010190
3869,38,0.010522
3996,38,0.010821
4123,38,0.011188
4250,38,0.011502
4376,38,0.011900
4503,38,0.012103
4630,38,0.012514
4757,38,0.012724
4884,38,0.013141
5011,38,0.013422
5138,38,0.013663
5264,38,0.013934
5391,38,0.014338
5518,38,0.014726
5645,38,0.014928
5772,38,0.015468
5899,38,0.015719
6025,38,0.015897
6152,38,0.016267
6279,38,0.016409
