# #Data,#Feat,Runtime
139,8,0.001345
415,8,0.001777
692,8,0.002156
968,8,0.002553
1245,8,0.002918
1522,8,0.003287
1798,8,0.003553
2075,8,0.003867
2351,8,0.004218
2628,8,0.004536
2904,8,0.004887
3181,8,0.005229
3457,8,0.005582
3734,8,0.005934
4011,8,0.006319
4287,8,0.006678
4564,8,0.007044
4840,8,0.007376
5117,8,0.007772
5393,8,0.008140
5670,8,0.008458
5947,8,0.008787
6223,8,0.009187
6500,8,0.009537
6776,8,0.009877
7053,8,0.010182
7329,8,0.010570
7606,8,0.010938
7882,8,0.011205
8159,8,0.011582
8436,8,0.011934
8712,8,0.012388
8989,8,0.012696
9265,8,0.012954
9542,8,0.013309
9818,8,0.013669
10095,8,0.014049
10371,8,0.014393
10648,8,0.014724
10925,8,0.015161
11201,8,0.015724
11478,8,0.015763
11754,8,0.016067
12031,8,0.016528
12307,8,0.016839
12584,8,0.017099
12861,8,0.017474
13137,8,0.017931
13414,8,0.018246
13690,8,0.018563
