# #Data,#Feat,Runtime
128,39,0.001504
132,39,0.001494
148,39,0.001568
163,39,0.001593
179,39,0.001637
194,39,0.001673
209,39,0.001736
225,39,0.001775
240,39,0.001832
256,39,0.001831
271,39,0.001915
287,39,0.001934
302,39,0.001966
318,39,0.001989
333,39,0.002041
349,39,0.002068
364,39,0.002109
380,39,0.002165
395,39,0.002192
411,39,0.002246
426,39,0.002257
442,39,0.002330
457,39,0.002327
473,39,0.002390
488,39,0.002439
504,39,0.002472
519,39,0.002500
535,39,0.002571
550,39,0.002576
566,39,0.002625
581,39,0.002649
596,39,0.002692
612,39,0.002765
627,39,0.002787
643,39,0.002811
658,39,0.002828
674,39,0.002899
689,39,0.002928
705,39,0.002974
720,39,0.002999
736,39,0.003058
751,39,0.003103
767,39,0.003146
