# #Data,#Feat,Runtime
139,8,0.001376
415,8,0.001770
692,8,0.002177
968,8,0.002563
1245,8,0.002921
1522,8,0.003278
1798,8,0.003685
2075,8,0.004045
2351,8,0.004407
2628,8,0.004779
2904,8,0.005155
3181,8,0.005557
3457,8,0.005973
3734,8,0.006370
4011,8,0.006849
4287,8,0.007248
4564,8,0.007686
4840,8,0.008122
5117,8,0.008462
5393,8,0.008906
5670,8,0.009310
5947,8,0.009740
6223,8,0.010126
6500,8,0.010540
6776,8,0.010977
7053,8,0.011359
7329,8,0.011742
7606,8,0.012142
7882,8,0.012572
8159,8,0.013001
8436,8,0.013386
8712,8,0.013782
8989,8,0.014215
9265,8,0.014642
9542,8,0.015030
9818,8,0.015365
10095,8,0.015795
10371,8,0.016182
10648,8,0.016615
10925,8,0.016999
11201,8,0.017396
11478,8,0.017758
11754,8,0.018192
12031,8,0.018613
12307,8,0.018965
12584,8,0.019382
12861,8,0.019777
13137,8,0.020272
13414,8,0.020636
13690,8,0.021040
