# #Data,#Feat,Runtime
128,6,0.001263
148,6,0.001280
175,6,0.001311
201,6,0.001331
228,6,0.001341
255,6,0.001384
282,6,0.001432
309,6,0.001398
335,6,0.001506
362,6,0.001477
389,6,0.001545
416,6,0.001525
443,6,0.001580
469,6,0.001569
496,6,0.001614
523,6,0.001625
550,6,0.001647
577,6,0.001656
603,6,0.001709
630,6,0.001750
657,6,0.001776
684,6,0.001768
711,6,0.001808
738,6,0.001844
764,6,0.001902
791,6,0.001912
818,6,0.001926
845,6,0.001928
871,6,0.001979
898,6,0.002042
925,6,0.002022
952,6,0.002059
979,6,0.002089
1005,6,0.002130
1032,6,0.002154
1059,6,0.002173
1086,6,0.002217
1113,6,0.002227
1139,6,0.002286
1166,6,0.002300
1193,6,0.002302
1220,6,0.002337
1247,6,0.002351
1273,6,0.002398
1300,6,0.002436
1327,6,0.002468
