# #Data,#Feat,Runtime
128,57,0.001624
155,57,0.001716
216,57,0.001912
278,57,0.002119
340,57,0.002338
401,57,0.002518
463,57,0.002745
524,57,0.002976
586,57,0.003161
648,57,0.003392
709,57,0.003638
771,57,0.003885
833,57,0.004075
894,57,0.004255
956,57,0.004509
1018,57,0.004716
1079,57,0.004904
1141,57,0.005178
1202,57,0.005308
1264,57,0.005607
1326,57,0.005830
1387,57,0.006028
1449,57,0.006252
1511,57,0.006419
1572,57,0.006731
1634,57,0.006884
1696,57,0.007109
1757,57,0.007300
1819,57,0.007430
1881,57,0.007830
1942,57,0.008030
2004,57,0.008194
2065,57,0.008406
2127,57,0.008661
2189,57,0.008889
2250,57,0.009095
2312,57,0.009230
2374,57,0.009441
2435,57,0.009692
2497,57,0.009953
2559,57,0.010107
2620,57,0.010380
2682,57,0.010573
2743,57,0.010840
2805,57,0.011080
2867,57,0.011268
2928,57,0.011508
2990,57,0.011607
3052,57,0.011950
