# #Data,#Feat,Runtime
128,12,0.001390
165,12,0.001414
275,12,0.001578
385,12,0.001716
494,12,0.001864
604,12,0.002035
714,12,0.002190
824,12,0.002339
933,12,0.002486
1043,12,0.002615
1153,12,0.002779
1263,12,0.002928
1372,12,0.003059
1482,12,0.003224
1592,12,0.003369
1702,12,0.003547
1812,12,0.003667
1921,12,0.003820
2031,12,0.003987
2141,12,0.004153
2251,12,0.004314
2360,12,0.004478
2470,12,0.004630
2580,12,0.004808
2690,12,0.005008
2799,12,0.005213
2909,12,0.005434
3019,12,0.005525
3129,12,0.005682
3238,12,0.005904
3348,12,0.006012
3458,12,0.006248
3568,12,0.006404
3677,12,0.006575
3787,12,0.006699
3897,12,0.006908
4007,12,0.007085
4116,12,0.007232
4226,12,0.007417
4336,12,0.007597
4446,12,0.007730
4556,12,0.007919
4665,12,0.008066
4775,12,0.008248
4885,12,0.008431
4995,12,0.008570
5104,12,0.008755
5214,12,0.008914
5324,12,0.009098
5434,12,0.009239
