# #Data,#Feat,Runtime
128,21,0.001398
156,21,0.001425
184,21,0.001535
212,21,0.001526
241,21,0.001578
269,21,0.001649
297,21,0.001703
325,21,0.001749
354,21,0.001794
382,21,0.001854
410,21,0.001916
439,21,0.001957
467,21,0.002019
495,21,0.002057
523,21,0.002130
552,21,0.002178
580,21,0.002226
608,21,0.002273
636,21,0.002335
665,21,0.002377
693,21,0.002661
721,21,0.002468
749,21,0.002536
778,21,0.002599
806,21,0.002653
834,21,0.002694
862,21,0.002744
891,21,0.002797
919,21,0.002860
947,21,0.002893
975,21,0.002932
1004,21,0.002993
1032,21,0.003046
1060,21,0.003094
1089,21,0.003172
1117,21,0.003216
1145,21,0.003262
1173,21,0.003319
1202,21,0.003368
1230,21,0.003397
1258,21,0.003463
1286,21,0.003557
1315,21,0.003591
1343,21,0.003655
1371,21,0.003695
1399,21,0.003760
