# #Data,#Feat,Runtime
128,83,0.001836
131,83,0.001909
149,83,0.001945
166,83,0.002078
184,83,0.002128
201,83,0.002215
218,83,0.002342
236,83,0.002383
253,83,0.002516
271,83,0.002581
288,83,0.002684
306,83,0.002781
323,83,0.002848
341,83,0.002992
358,83,0.003029
375,83,0.003161
393,83,0.003278
410,83,0.003302
428,83,0.003432
445,83,0.003487
463,83,0.003578
480,83,0.003698
498,83,0.003833
515,83,0.003864
532,83,0.003931
550,83,0.004071
567,83,0.004133
585,83,0.004216
602,83,0.004342
620,83,0.004439
637,83,0.004487
654,83,0.004814
672,83,0.004685
689,83,0.004792
707,83,0.004875
724,83,0.004978
742,83,0.005081
759,83,0.005143
777,83,0.005257
794,83,0.005356
811,83,0.005438
829,83,0.005590
846,83,0.005699
864,83,0.005736
