# #Data,#Feat,Runtime
128,8,0.003092
129,8,0.003094
149,8,0.003302
169,8,0.003570
189,8,0.003691
209,8,0.003872
228,8,0.004039
248,8,0.004220
268,8,0.004465
288,8,0.004700
308,8,0.004834
328,8,0.005083
347,8,0.005250
367,8,0.005420
387,8,0.005600
407,8,0.005812
427,8,0.006031
446,8,0.006181
466,8,0.006378
486,8,0.006584
506,8,0.006766
526,8,0.006945
546,8,0.007159
565,8,0.007343
585,8,0.007492
605,8,0.007697
625,8,0.007861
645,8,0.008068
664,8,0.008214
684,8,0.008433
704,8,0.008716
724,8,0.008861
744,8,0.009031
764,8,0.009272
783,8,0.009402
803,8,0.009606
823,8,0.009863
843,8,0.010134
863,8,0.010191
882,8,0.010344
902,8,0.010539
922,8,0.010811
942,8,0.010944
962,8,0.011102
982,8,0.011259
