# #Data,#Feat,Runtime
128,10,0.001352
383,10,0.001726
638,10,0.002075
893,10,0.002459
1147,10,0.002835
1402,10,0.003218
1657,10,0.003574
1912,10,0.003946
2167,10,0.004297
2422,10,0.004677
2677,10,0.005055
2931,10,0.005506
3186,10,0.005929
3441,10,0.006364
3696,10,0.006780
3951,10,0.007200
4206,10,0.007609
4461,10,0.008042
4715,10,0.008427
4970,10,0.008861
5225,10,0.009281
5480,10,0.009686
5735,10,0.010106
5990,10,0.010481
6245,10,0.010920
6499,10,0.011337
6754,10,0.011811
7009,10,0.012173
7264,10,0.012578
7519,10,0.012999
7774,10,0.013410
8029,10,0.013842
8283,10,0.014260
8538,10,0.014689
8793,10,0.015153
9048,10,0.015511
9303,10,0.015924
9558,10,0.016379
9813,10,0.016721
10067,10,0.017136
10322,10,0.017626
10577,10,0.018012
10832,10,0.018411
11087,10,0.018830
11342,10,0.019307
11597,10,0.019766
11851,10,0.020177
12106,10,0.020544
12361,10,0.020919
12616,10,0.021533
