Name,Model,#Data,#Feat,Runtime
803_bac,rf,128,5,0.012058734893798828
803_bac,rf,128,5,0.012373208999633789
803_bac,rf,128,5,0.011967658996582031
803_bac,rf,128,5,0.012256622314453125
803_bac,rf,128,5,0.012225866317749023
803_bac,rf,128,5,0.01205301284790039
803_bac,rf,128,5,0.01211404800415039
803_bac,rf,128,5,0.011919975280761719
803_bac,rf,128,5,0.012135982513427734
803_bac,rf,128,5,0.012037515640258789
803_bac,rf,128,5,0.012493371963500977
803_bac,rf,128,5,0.01192021369934082
803_bac,rf,128,5,0.012799739837646484
803_bac,rf,128,5,0.011934041976928711
803_bac,rf,128,5,0.012499094009399414
803_bac,rf,128,5,0.012130498886108398
803_bac,rf,128,5,0.011858463287353516
803_bac,rf,128,5,0.012221574783325195
803_bac,rf,128,5,0.012105464935302734
803_bac,rf,128,5,0.011999845504760742
803_bac,rf,128,5,0.012058496475219727
803_bac,rf,128,5,0.012399673461914062
803_bac,rf,128,5,0.012017250061035156
803_bac,rf,128,5,0.011875629425048828
803_bac,rf,128,5,0.012021303176879883
803_bac,rf,128,5,0.012345552444458008
803_bac,rf,128,5,0.013025999069213867
803_bac,rf,128,5,0.01189112663269043
803_bac,rf,128,5,0.012169122695922852
803_bac,rf,128,5,0.01207280158996582
803_bac,rf,128,5,0.012005805969238281
803_bac,rf,128,5,0.012012720108032227
803_bac,rf,128,5,0.01199483871459961
803_bac,sgd,128,5,0.0012569427490234375
803_bac,rf,128,5,0.01202249526977539
803_bac,rf,128,5,0.012005805969238281
803_bac,rf,128,5,0.011922359466552734
803_bac,rf,128,5,0.011789321899414062
803_bac,rf,128,5,0.01247549057006836
803_bac,rf,128,5,0.01208949089050293
803_bac,rf,128,5,0.012594938278198242
803_bac,rf,128,5,0.012131452560424805
803_bac,rf,128,5,0.01246786117553711
803_bac,rf,128,5,0.011832952499389648
803_bac,rf,128,5,0.011969804763793945
803_bac,rf,128,5,0.012109518051147461
803_bac,rf,128,5,0.012426376342773438
803_bac,rf,128,5,0.012724161148071289
803_bac,rf,128,5,0.012038707733154297
803_bac,rf,128,5,0.012288331985473633
803_bac,rf,128,5,0.01233816146850586
803_bac,rf,128,5,0.0120086669921875
803_bac,rf,128,5,0.012512922286987305
803_bac,rf,128,5,0.012004375457763672
803_bac,rf,128,5,0.011924266815185547
803_bac,rf,128,5,0.012350320816040039
803_bac,rf,128,5,0.011792182922363281
803_bac,rf,128,5,0.012044906616210938
803_bac,rf,128,5,0.012978076934814453
803_bac,rf,128,5,0.012001276016235352
803_bac,rf,128,5,0.011781454086303711
803_bac,rf,128,5,0.011990547180175781
803_bac,rf,128,5,0.012222051620483398
803_bac,rf,128,5,0.011897802352905273
803_bac,rf,128,5,0.011870622634887695
803_bac,rf,128,5,0.011969566345214844
803_bac,rf,128,5,0.012089967727661133
803_bac,rf,128,5,0.012165307998657227
803_bac,rf,128,5,0.011952638626098633
803_bac,rf,128,5,0.011929988861083984
803_bac,rf,128,5,0.01199650764465332
803_bac,rf,128,5,0.012747049331665039
803_bac,rf,128,5,0.012140035629272461
803_bac,rf,128,5,0.012176752090454102
803_bac,sgd,128,5,0.0013592243194580078
803_bac,rf,128,5,0.012009382247924805
803_bac,rf,128,5,0.01210927963256836
803_bac,rf,128,5,0.01262354850769043
803_bac,rf,128,5,0.011918783187866211
803_bac,rf,128,5,0.01175379753112793
803_bac,rf,128,5,0.012224912643432617
803_bac,rf,128,5,0.01196146011352539
803_bac,rf,128,5,0.011787176132202148
803_bac,rf,128,5,0.011882543563842773
803_bac,rf,128,5,0.011964082717895508
803_bac,rf,128,5,0.01196742057800293
803_bac,rf,128,5,0.011981725692749023
803_bac,rf,128,5,0.011829853057861328
803_bac,rf,128,5,0.012091636657714844
803_bac,rf,128,5,0.011936426162719727
803_bac,rf,128,5,0.01190042495727539
803_bac,rf,128,5,0.012328624725341797
803_bac,rf,128,5,0.012027502059936523
803_bac,rf,128,5,0.01267099380493164
803_bac,rf,128,5,0.011959552764892578
803_bac,rf,128,5,0.012063264846801758
803_bac,rf,128,5,0.01253509521484375
803_bac,rf,128,5,0.011900663375854492
803_bac,rf,128,5,0.012349605560302734
803_bac,rf,128,5,0.013716697692871094
803_bac,rf,128,5,0.012158632278442383
803_bac,rf,128,5,0.012212276458740234
803_bac,rf,128,5,0.011725664138793945
803_bac,rf,128,5,0.011959314346313477
803_bac,rf,128,5,0.012039661407470703
803_bac,rf,128,5,0.012087345123291016
803_bac,rf,128,5,0.012091398239135742
803_bac,rf,128,5,0.01178884506225586
803_bac,rf,128,5,0.012086868286132812
803_bac,rf,128,5,0.01196432113647461
803_bac,rf,128,5,0.012227296829223633
803_bac,rf,128,5,0.011858940124511719
803_bac,rf,128,5,0.012140035629272461
803_bac,rf,128,5,0.011922597885131836
803_bac,rf,128,5,0.012187004089355469
803_bac,rf,128,5,0.012356758117675781
803_bac,rf,128,5,0.012104988098144531
803_bac,dt,128,5,0.0008702278137207031
803_bac,rf,128,5,0.011983156204223633
803_bac,rf,128,5,0.012085676193237305
803_bac,rf,128,5,0.012056589126586914
803_bac,rf,128,5,0.011959075927734375
803_bac,rf,128,5,0.012072563171386719
803_bac,rf,128,5,0.012064695358276367
803_bac,rf,128,5,0.011895895004272461
803_bac,rf,128,5,0.011986017227172852
803_bac,rf,128,5,0.011797666549682617
803_bac,rf,128,5,0.011829376220703125
803_bac,rf,128,5,0.011873483657836914
803_bac,rf,128,5,0.012081146240234375
803_bac,rf,128,5,0.0118865966796875
803_bac,rf,128,5,0.012050628662109375
803_bac,rf,128,5,0.012360811233520508
803_bac,rf,128,5,0.012276649475097656
803_bac,rf,128,5,0.012093544006347656
803_bac,rf,128,5,0.01195383071899414
803_bac,rf,128,5,0.011812210083007812
803_bac,rf,128,5,0.012017488479614258
803_bac,rf,128,5,0.012009143829345703
803_bac,rf,128,5,0.011965513229370117
803_bac,rf,128,5,0.011910438537597656
803_bac,rf,128,5,0.012249231338500977
803_bac,rf,128,5,0.011959075927734375
803_bac,rf,128,5,0.011940240859985352
803_bac,rf,128,5,0.012207508087158203
803_bac,rf,128,5,0.012100934982299805
803_bac,rf,128,5,0.011972904205322266
803_bac,rf,128,5,0.012290477752685547
803_bac,rf,128,5,0.011973857879638672
803_bac,rf,128,5,0.011893510818481445
803_bac,rf,128,5,0.012089967727661133
803_bac,rf,128,5,0.01205134391784668
803_bac,rf,128,5,0.012344598770141602
803_bac,rf,128,5,0.012010574340820312
803_bac,rf,128,5,0.012380599975585938
803_bac,rf,128,5,0.012045860290527344
803_bac,rf,128,5,0.012095451354980469
803_bac,rf,128,5,0.011979103088378906
803_bac,rf,128,5,0.011901617050170898
803_bac,rf,128,5,0.012133598327636719
803_bac,rf,128,5,0.013043880462646484
803_bac,dt,128,5,0.0008959770202636719
803_bac,rf,128,5,0.011905670166015625
803_bac,rf,128,5,0.012192726135253906
803_bac,rf,128,5,0.012084007263183594
803_bac,rf,128,5,0.011919260025024414
803_bac,rf,128,5,0.011907100677490234
803_bac,rf,128,5,0.011968851089477539
803_bac,rf,128,5,0.01195836067199707
803_bac,rf,128,5,0.012504100799560547
803_bac,rf,128,5,0.012555122375488281
803_bac,rf,128,5,0.012008905410766602
803_bac,rf,128,5,0.01198434829711914
803_bac,rf,128,5,0.012174606323242188
803_bac,rf,128,5,0.012169122695922852
803_bac,rf,128,5,0.01190805435180664
803_bac,rf,128,5,0.012227773666381836
803_bac,rf,128,5,0.012068510055541992
803_bac,rf,128,5,0.011960983276367188
803_bac,rf,128,5,0.011780023574829102
803_bac,rf,128,5,0.01195669174194336
803_bac,rf,128,5,0.012066125869750977
803_bac,rf,128,5,0.012133359909057617
803_bac,rf,128,5,0.011961698532104492
803_bac,rf,128,5,0.011902809143066406
803_bac,rf,128,5,0.012234210968017578
803_bac,rf,128,5,0.011958599090576172
803_bac,rf,128,5,0.012318611145019531
803_bac,rf,128,5,0.012114763259887695
803_bac,rf,128,5,0.012017011642456055
803_bac,rf,128,5,0.012142658233642578
803_bac,rf,128,5,0.01239633560180664
803_bac,rf,128,5,0.012073516845703125
803_bac,rf,128,5,0.012197256088256836
803_bac,rf,128,5,0.011898279190063477
803_bac,rf,128,5,0.012102842330932617
803_bac,rf,128,5,0.01212167739868164
803_bac,rf,128,5,0.01190042495727539
803_bac,rf,128,5,0.012065649032592773
803_bac,rf,128,5,0.012076139450073242
803_bac,rf,128,5,0.012542009353637695
803_bac,rf,128,5,0.01204681396484375
803_bac,rf,128,5,0.012083768844604492
803_bac,rf,128,5,0.012009382247924805
803_bac,rf,128,5,0.012341022491455078
803_bac,rf,128,5,0.0119171142578125
803_bac,rf,128,5,0.0126190185546875
803_bac,rf,128,5,0.012609004974365234
803_bac,rf,128,5,0.012251615524291992
803_bac,rf,128,5,0.012105226516723633
803_bac,rf,128,5,0.011873245239257812
803_bac,rf,128,5,0.012174606323242188
803_bac,rf,128,5,0.011959314346313477
803_bac,rf,128,5,0.012447834014892578
803_bac,rf,128,5,0.011915922164916992
803_bac,rf,128,5,0.011985063552856445
803_bac,rf,128,5,0.012126684188842773
803_bac,rf,128,5,0.012029409408569336
803_bac,rf,128,5,0.011858224868774414
803_bac,rf,128,5,0.011902570724487305
803_bac,rf,128,5,0.012298822402954102
803_bac,rf,128,5,0.011959075927734375
803_bac,rf,128,5,0.012223958969116211
803_bac,rf,128,5,0.01202249526977539
803_bac,rf,128,5,0.0120086669921875
803_bac,rf,128,5,0.011827230453491211
803_bac,rf,128,5,0.012349605560302734
803_bac,rf,128,5,0.012053728103637695
803_bac,rf,128,5,0.011959314346313477
803_bac,rf,128,5,0.012163877487182617
803_bac,rf,128,5,0.012029409408569336
803_bac,rf,128,5,0.011909008026123047
803_bac,rf,128,5,0.012079000473022461
803_bac,rf,128,5,0.012008905410766602
803_bac,rf,128,5,0.011995553970336914
803_bac,rf,128,5,0.012082815170288086
803_bac,rf,128,5,0.011861324310302734
803_bac,rf,128,5,0.011909723281860352
803_bac,rf,128,5,0.012062549591064453
803_bac,rf,128,5,0.011884927749633789
803_bac,rf,128,5,0.012089014053344727
803_bac,rf,128,5,0.012029886245727539
803_bac,rf,128,5,0.012287616729736328
803_bac,rf,128,5,0.011989593505859375
803_bac,rf,128,5,0.011970996856689453
803_bac,rf,128,5,0.011949777603149414
803_bac,rf,128,5,0.012077569961547852
803_bac,rf,128,5,0.01205134391784668
803_bac,rf,128,5,0.011945962905883789
803_bac,rf,128,5,0.011953115463256836
803_bac,rf,128,5,0.012163400650024414
803_bac,rf,128,5,0.011996984481811523
803_bac,rf,128,5,0.012007713317871094
803_bac,rf,128,5,0.011864423751831055
803_bac,rf,128,5,0.012258768081665039
803_bac,rf,128,5,0.013066530227661133
803_bac,rf,128,5,0.01183938980102539
803_bac,rf,128,5,0.012221574783325195
803_bac,rf,128,5,0.012044668197631836
803_bac,rf,128,5,0.011855840682983398
803_bac,rf,128,5,0.011701107025146484
803_bac,rf,128,5,0.011952638626098633
803_bac,rf,128,5,0.012139081954956055
803_bac,rf,128,5,0.01245880126953125
803_bac,rf,128,5,0.011893749237060547
803_bac,rf,128,5,0.011881828308105469
803_bac,rf,128,5,0.011905431747436523
803_bac,rf,128,5,0.012067556381225586
803_bac,rf,128,5,0.011898517608642578
803_bac,rf,128,5,0.01221466064453125
803_bac,rf,128,5,0.01208353042602539
803_bac,rf,128,5,0.01200556755065918
803_bac,rf,128,5,0.01192784309387207
803_bac,rf,128,5,0.012070178985595703
803_bac,rf,128,5,0.011943340301513672
803_bac,rf,128,5,0.011811971664428711
803_bac,rf,128,5,0.012211799621582031
803_bac,rf,128,5,0.012293100357055664
803_bac,rf,128,5,0.011918306350708008
803_bac,rf,128,5,0.012079238891601562
803_bac,rf,128,5,0.011893749237060547
803_bac,rf,128,5,0.012150287628173828
803_bac,rf,128,5,0.011891603469848633
803_bac,rf,128,5,0.011857748031616211
803_bac,rf,128,5,0.012114763259887695
803_bac,rf,128,5,0.012000560760498047
803_bac,rf,128,5,0.012085437774658203
803_bac,rf,128,5,0.012549161911010742
803_bac,rf,128,5,0.012031078338623047
803_bac,rf,128,5,0.012185335159301758
803_bac,rf,128,5,0.012697935104370117
803_bac,rf,128,5,0.012022256851196289
803_bac,rf,128,5,0.01209402084350586
803_bac,rf,128,5,0.01221609115600586
803_bac,rf,128,5,0.012073755264282227
803_bac,rf,128,5,0.012135028839111328
803_bac,rf,128,5,0.011998891830444336
803_bac,rf,128,5,0.011998176574707031
803_bac,rf,128,5,0.012188196182250977
803_bac,rf,128,5,0.012027263641357422
803_bac,rf,128,5,0.012041330337524414
803_bac,rf,128,5,0.01179957389831543
803_bac,rf,128,5,0.012001991271972656
803_bac,rf,128,5,0.012052536010742188
803_bac,rf,128,5,0.011892318725585938
803_bac,rf,128,5,0.011864662170410156
803_bac,rf,128,5,0.012178421020507812
803_bac,rf,128,5,0.012683629989624023
803_bac,rf,128,5,0.01207113265991211
803_bac,rf,128,5,0.01257944107055664
803_bac,rf,128,5,0.012176990509033203
803_bac,rf,128,5,0.012050151824951172
803_bac,rf,128,5,0.011979341506958008
803_bac,rf,128,5,0.012048006057739258
803_bac,rf,128,5,0.01194453239440918
803_bac,rf,128,5,0.011974334716796875
803_bac,rf,128,5,0.012291669845581055
803_bac,rf,128,5,0.012240886688232422
803_bac,rf,128,5,0.012015819549560547
803_bac,rf,128,5,0.012001276016235352
803_bac,rf,128,5,0.01197195053100586
803_bac,rf,128,5,0.011943578720092773
803_bac,rf,128,5,0.01206064224243164
803_bac,rf,128,5,0.011907577514648438
803_bac,rf,128,5,0.01201176643371582
803_bac,rf,128,5,0.011926412582397461
803_bac,rf,128,5,0.011884450912475586
803_bac,rf,128,5,0.012053251266479492
803_bac,rf,128,5,0.01188206672668457
803_bac,rf,128,5,0.012284278869628906
803_bac,rf,128,5,0.012053966522216797
803_bac,rf,128,5,0.01198124885559082
803_bac,rf,128,5,0.012080669403076172
803_bac,rf,128,5,0.011982917785644531
803_bac,rf,128,5,0.011746883392333984
803_bac,rf,128,5,0.012058019638061523
803_bac,rf,128,5,0.012058496475219727
803_bac,rf,128,5,0.012072563171386719
803_bac,rf,128,5,0.012149333953857422
803_bac,rf,128,5,0.012061834335327148
803_bac,rf,128,5,0.0119171142578125
803_bac,rf,128,5,0.012038230895996094
803_bac,rf,128,5,0.012053728103637695
803_bac,rf,128,5,0.012372970581054688
803_bac,rf,128,5,0.012003183364868164
803_bac,rf,128,5,0.012149572372436523
803_bac,rf,128,5,0.011952877044677734
803_bac,rf,128,5,0.01188802719116211
803_bac,rf,128,5,0.012115716934204102
803_bac,rf,128,5,0.012142658233642578
803_bac,rf,128,5,0.012097358703613281
803_bac,rf,128,5,0.012245893478393555
803_bac,rf,128,5,0.011913537979125977
