# #Data,#Feat,Runtime
128,32,0.013534
165,32,0.014429
275,32,0.017058
385,32,0.020607
494,32,0.023654
604,32,0.027082
714,32,0.031050
824,32,0.034790
933,32,0.038621
1043,32,0.043069
1153,32,0.047556
1263,32,0.051528
1372,32,0.055396
1482,32,0.059597
1592,32,0.063478
1702,32,0.067801
1812,32,0.071823
1921,32,0.076264
2031,32,0.080303
2141,32,0.086780
2251,32,0.091412
2360,32,0.095601
2470,32,0.100720
2580,32,0.105685
2690,32,0.110418
2799,32,0.115173
2909,32,0.119353
3019,32,0.126524
3129,32,0.131493
3238,32,0.136357
3348,32,0.139356
3458,32,0.146555
3568,32,0.149155
3677,32,0.155708
3787,32,0.159538
3897,32,0.165545
4007,32,0.170206
4116,32,0.177147
4226,32,0.181649
4336,32,0.186795
4446,32,0.192914
4556,32,0.197068
4665,32,0.202172
4775,32,0.210603
4885,32,0.215075
4995,32,0.220629
5104,32,0.224454
5214,32,0.233302
5324,32,0.237622
5434,32,0.243231
