# #Data,#Feat,Runtime
128,57,0.012780
155,57,0.013049
216,57,0.013715
278,57,0.014436
340,57,0.015164
401,57,0.015902
463,57,0.016616
524,57,0.017490
586,57,0.018373
648,57,0.019146
709,57,0.019897
771,57,0.020801
833,57,0.021715
894,57,0.022598
956,57,0.023377
1018,57,0.024170
1079,57,0.025550
1141,57,0.026235
1202,57,0.027060
1264,57,0.028125
1326,57,0.029306
1387,57,0.029941
1449,57,0.030816
1511,57,0.031861
1572,57,0.032908
1634,57,0.033910
1696,57,0.034739
1757,57,0.035580
1819,57,0.036356
1881,57,0.037289
1942,57,0.038584
2004,57,0.039311
2065,57,0.040895
2127,57,0.041638
2189,57,0.042835
2250,57,0.043487
2312,57,0.044904
2374,57,0.045665
2435,57,0.046381
2497,57,0.047493
2559,57,0.048540
2620,57,0.049530
2682,57,0.050660
2743,57,0.051649
2805,57,0.052343
2867,57,0.053662
2928,57,0.054507
2990,57,0.054943
3052,57,0.056599
