# #Data,#Feat,Runtime
153,16,0.013192
458,16,0.018052
764,16,0.024657
1069,16,0.031780
1374,16,0.038779
1680,16,0.046262
1985,16,0.054201
2290,16,0.062940
2596,16,0.071269
2901,16,0.080548
3206,16,0.088658
3511,16,0.097721
3817,16,0.107112
4122,16,0.116584
4427,16,0.126185
4733,16,0.135724
5038,16,0.145034
5343,16,0.154207
5649,16,0.166043
5954,16,0.174396
6259,16,0.185265
6564,16,0.194429
6870,16,0.206041
7175,16,0.214732
7480,16,0.225186
7786,16,0.234910
8091,16,0.245450
8396,16,0.261125
8702,16,0.268248
9007,16,0.279133
9312,16,0.290370
9617,16,0.301572
9923,16,0.314907
10228,16,0.323256
10533,16,0.336499
10839,16,0.346422
11144,16,0.359507
11449,16,0.371722
11755,16,0.383465
12060,16,0.391998
12365,16,0.406606
12670,16,0.416687
12976,16,0.427648
13281,16,0.439101
13586,16,0.453164
13892,16,0.462879
14197,16,0.472783
14502,16,0.483435
14808,16,0.500087
15113,16,0.512864
