# #Data,#Feat,Runtime
128,664,0.013342
142,664,0.013558
236,664,0.014842
330,664,0.016313
424,664,0.017660
518,664,0.019461
612,664,0.020853
706,664,0.022247
800,664,0.023937
894,664,0.025613
988,664,0.027207
1082,664,0.028841
1176,664,0.030516
1270,664,0.032355
1364,664,0.033961
1458,664,0.035448
1552,664,0.037048
1646,664,0.038524
1740,664,0.040454
1834,664,0.042022
1928,664,0.043746
2022,664,0.045679
2116,664,0.048351
2210,664,0.050171
2304,664,0.052768
2399,664,0.054612
2493,664,0.056151
2587,664,0.058291
2681,664,0.060068
2775,664,0.062130
2869,664,0.063910
2963,664,0.066466
3057,664,0.067484
3151,664,0.069949
3245,664,0.071778
3339,664,0.073369
3433,664,0.074769
3527,664,0.076974
3621,664,0.078980
3715,664,0.080586
3809,664,0.082752
3903,664,0.084632
3997,664,0.086915
4091,664,0.089424
4185,664,0.092660
4279,664,0.094696
4373,664,0.098436
4467,664,0.102578
4561,664,0.108515
4655,664,0.110451
