# #Data,#Feat,Runtime
128,21,0.012466
142,21,0.012623
157,21,0.012844
171,21,0.012938
186,21,0.013045
201,21,0.013225
216,21,0.013396
231,21,0.013575
246,21,0.013745
261,21,0.013984
275,21,0.014126
290,21,0.014298
305,21,0.014448
320,21,0.014641
335,21,0.014736
350,21,0.014956
365,21,0.015131
379,21,0.015240
394,21,0.015413
409,21,0.015554
424,21,0.015781
439,21,0.015903
454,21,0.016083
469,21,0.016292
483,21,0.016453
498,21,0.016625
513,21,0.017013
528,21,0.017262
543,21,0.017440
558,21,0.017547
573,21,0.017691
587,21,0.017815
602,21,0.018075
617,21,0.018192
632,21,0.018388
647,21,0.018535
662,21,0.018682
677,21,0.018900
691,21,0.019059
706,21,0.019203
721,21,0.019369
736,21,0.020046
