# #Data,#Feat,Runtime
128,19,0.013215
140,19,0.013403
171,19,0.013790
202,19,0.014207
233,19,0.014627
263,19,0.015097
294,19,0.015548
325,19,0.015986
356,19,0.016532
387,19,0.016895
418,19,0.017318
449,19,0.017795
480,19,0.018187
511,19,0.018688
542,19,0.019275
573,19,0.019741
604,19,0.020194
635,19,0.020627
666,19,0.021104
697,19,0.021498
728,19,0.022010
759,19,0.022527
789,19,0.023324
820,19,0.023410
851,19,0.023962
882,19,0.024311
913,19,0.024834
944,19,0.025413
975,19,0.025858
1006,19,0.026386
1037,19,0.026765
1068,19,0.027340
1099,19,0.027776
1130,19,0.028311
1161,19,0.028795
1192,19,0.029285
1223,19,0.029562
1254,19,0.030167
1285,19,0.030645
1315,19,0.031166
1346,19,0.031674
1377,19,0.032148
1408,19,0.032419
1439,19,0.033077
1470,19,0.033526
1501,19,0.033892
1532,19,0.034378
