# #Data,#Feat,Runtime
128,48,0.012455
302,48,0.013798
503,48,0.015368
704,48,0.016981
905,48,0.018533
1106,48,0.020277
1307,48,0.021867
1508,48,0.023518
1709,48,0.025141
1910,48,0.027054
2111,48,0.028761
2312,48,0.030490
2513,48,0.032022
2714,48,0.033531
2915,48,0.035064
3116,48,0.036767
3317,48,0.038516
3518,48,0.040093
3719,48,0.041749
3920,48,0.043573
4121,48,0.046153
4322,48,0.047945
4523,48,0.049621
4724,48,0.051303
4925,48,0.052911
5126,48,0.055065
5327,48,0.056566
5528,48,0.058337
5729,48,0.059808
5930,48,0.061774
6131,48,0.063380
6332,48,0.065564
6533,48,0.067171
6734,48,0.069041
6935,48,0.070331
7136,48,0.072389
7337,48,0.074126
7538,48,0.076001
7739,48,0.078112
7940,48,0.078992
8141,48,0.080903
8342,48,0.084297
8543,48,0.085952
8744,48,0.087667
8945,48,0.089700
9146,48,0.091591
9347,48,0.093333
9548,48,0.094666
9749,48,0.096468
9950,48,0.098249
