# #Data,#Feat,Runtime
128,32,0.013665
165,32,0.014617
275,32,0.017728
385,32,0.021157
494,32,0.024959
604,32,0.028930
714,32,0.033091
824,32,0.037582
933,32,0.042279
1043,32,0.047438
1153,32,0.052133
1263,32,0.056696
1372,32,0.061001
1482,32,0.066774
1592,32,0.071567
1702,32,0.077804
1812,32,0.083264
1921,32,0.086678
2031,32,0.094178
2141,32,0.101364
2251,32,0.105277
2360,32,0.111526
2470,32,0.116757
2580,32,0.122597
2690,32,0.129868
2799,32,0.137035
2909,32,0.143312
3019,32,0.149849
3129,32,0.156916
3238,32,0.162359
3348,32,0.169025
3458,32,0.177762
3568,32,0.181983
3677,32,0.189651
3787,32,0.198415
3897,32,0.201277
4007,32,0.209142
4116,32,0.215260
4226,32,0.221885
4336,32,0.230109
4446,32,0.236461
4556,32,0.242611
4665,32,0.249915
4775,32,0.256324
4885,32,0.262545
4995,32,0.268534
5104,32,0.276725
5214,32,0.289127
5324,32,0.297425
5434,32,0.303405
