# #Data,#Feat,Runtime
128,8,0.012452
165,8,0.012865
275,8,0.014168
385,8,0.015617
494,8,0.016997
604,8,0.018717
714,8,0.021129
824,8,0.021993
933,8,0.023909
1043,8,0.025840
1153,8,0.027644
1263,8,0.029850
1372,8,0.031850
1482,8,0.033658
1592,8,0.035743
1702,8,0.038107
1812,8,0.039627
1921,8,0.042296
2031,8,0.044366
2141,8,0.047006
2251,8,0.049057
2360,8,0.051040
2470,8,0.053004
2580,8,0.055702
2690,8,0.057570
2799,8,0.059581
2909,8,0.062881
3019,8,0.064117
3129,8,0.066441
3238,8,0.068688
3348,8,0.071564
3458,8,0.073988
3568,8,0.076145
3677,8,0.079965
3787,8,0.082319
3897,8,0.084898
4007,8,0.088100
4116,8,0.090079
4226,8,0.092826
4336,8,0.094624
4446,8,0.098425
4556,8,0.100887
4665,8,0.102466
4775,8,0.105545
4885,8,0.108354
4995,8,0.110444
5104,8,0.114144
5214,8,0.115957
5324,8,0.118559
5434,8,0.120877
