# #Data,#Feat,Runtime
128,27,0.011872
261,27,0.012308
435,27,0.012758
608,27,0.013335
782,27,0.013800
956,27,0.014178
1129,27,0.014900
1303,27,0.015215
1477,27,0.015767
1650,27,0.016819
1824,27,0.016450
1998,27,0.016861
2171,27,0.017719
2345,27,0.018099
2519,27,0.018361
2692,27,0.018837
2866,27,0.019307
3040,27,0.019722
3213,27,0.020193
3387,27,0.020605
3561,27,0.021023
3734,27,0.021545
3908,27,0.021814
4082,27,0.022410
4255,27,0.023402
4429,27,0.024012
4602,27,0.024307
4776,27,0.024868
4950,27,0.025227
5123,27,0.025745
5297,27,0.026315
5471,27,0.026708
5644,27,0.026904
5818,27,0.027570
5992,27,0.028033
6165,27,0.028638
6339,27,0.028977
6513,27,0.029283
6686,27,0.029888
6860,27,0.030214
7034,27,0.030590
7207,27,0.030992
7381,27,0.031593
7555,27,0.031885
7728,27,0.032711
7902,27,0.033448
8076,27,0.033643
8249,27,0.035249
8423,27,0.035712
8597,27,0.036250
