# #Data,#Feat,Runtime
328,124,0.014861
982,124,0.022324
1637,124,0.030755
2291,124,0.039853
2946,124,0.048765
3600,124,0.058171
4255,124,0.068301
4909,124,0.078316
5564,124,0.088021
6218,124,0.098707
6873,124,0.108989
7527,124,0.119054
8181,124,0.130389
8836,124,0.142582
9490,124,0.153492
10145,124,0.164099
10799,124,0.176278
11454,124,0.187981
12108,124,0.198398
12763,124,0.210149
13417,124,0.222263
14072,124,0.234617
14726,124,0.245867
15381,124,0.257824
16035,124,0.270377
16690,124,0.287254
17344,124,0.299600
17999,124,0.313078
18653,124,0.325944
19308,124,0.338635
19962,124,0.350767
20617,124,0.366119
21271,124,0.379093
21926,124,0.392801
22580,124,0.404113
23235,124,0.421041
23889,124,0.436458
24543,124,0.465158
25198,124,0.480018
25852,124,0.492930
26507,124,0.506767
27161,124,0.520353
27816,124,0.532835
28470,124,0.545648
29125,124,0.557000
29779,124,0.569542
30434,124,0.582912
31088,124,0.594115
31743,124,0.604025
32397,124,0.622142
