# #Data,#Feat,Runtime
128,53,0.012303
177,53,0.012451
228,53,0.012686
278,53,0.013074
329,53,0.013389
380,53,0.013710
430,53,0.013945
481,53,0.014178
531,53,0.014505
582,53,0.014836
632,53,0.014984
683,53,0.015401
733,53,0.015506
784,53,0.015617
834,53,0.015635
885,53,0.016056
935,53,0.016384
986,53,0.016488
1037,53,0.017053
1087,53,0.017376
1138,53,0.017554
1188,53,0.017962
1239,53,0.018081
1289,53,0.018410
1340,53,0.018371
1390,53,0.018878
1441,53,0.019145
1491,53,0.019101
1542,53,0.019355
1593,53,0.019630
1643,53,0.019922
1694,53,0.020030
1744,53,0.020070
1795,53,0.020148
1845,53,0.020871
1896,53,0.020756
1946,53,0.021100
1997,53,0.021804
2047,53,0.021659
2098,53,0.021843
2148,53,0.022534
2199,53,0.022525
2250,53,0.023844
2300,53,0.023179
2351,53,0.023324
2401,53,0.024017
2452,53,0.024313
2502,53,0.024106
