# #Data,#Feat,Runtime
128,12,0.012495
165,12,0.012904
275,12,0.014158
385,12,0.015487
494,12,0.016865
604,12,0.018504
714,12,0.019956
824,12,0.021510
933,12,0.022939
1043,12,0.025024
1153,12,0.026625
1263,12,0.028255
1372,12,0.029975
1482,12,0.031405
1592,12,0.033138
1702,12,0.035005
1812,12,0.036542
1921,12,0.038461
2031,12,0.040136
2141,12,0.042648
2251,12,0.045120
2360,12,0.046058
2470,12,0.047564
2580,12,0.049450
2690,12,0.051301
2799,12,0.053387
2909,12,0.055495
3019,12,0.057253
3129,12,0.059168
3238,12,0.061126
3348,12,0.063086
3458,12,0.064514
3568,12,0.067031
3677,12,0.068667
3787,12,0.070537
3897,12,0.071910
4007,12,0.074429
4116,12,0.077219
4226,12,0.078897
4336,12,0.080888
4446,12,0.083031
4556,12,0.084684
4665,12,0.087412
4775,12,0.089137
4885,12,0.091237
4995,12,0.093203
5104,12,0.095199
5214,12,0.096647
5324,12,0.099044
5434,12,0.100966
