# #Data,#Feat,Runtime
135,16,0.013837
403,16,0.018105
671,16,0.022091
939,16,0.026040
1207,16,0.030068
1475,16,0.033702
1743,16,0.037312
2011,16,0.040863
2279,16,0.045058
2547,16,0.048575
2815,16,0.051809
3083,16,0.055499
3351,16,0.058308
3619,16,0.062305
3887,16,0.065725
4155,16,0.070107
4423,16,0.073276
4691,16,0.076560
4959,16,0.079850
5227,16,0.083360
5495,16,0.086567
5763,16,0.090461
6031,16,0.094325
6299,16,0.097974
6567,16,0.101447
6836,16,0.104669
7104,16,0.107677
7372,16,0.111289
7640,16,0.114938
7908,16,0.117889
8176,16,0.121573
8444,16,0.126403
8712,16,0.129321
8980,16,0.133131
9248,16,0.136262
9516,16,0.139613
9784,16,0.143471
10052,16,0.147228
10320,16,0.150630
10588,16,0.153653
10856,16,0.157430
11124,16,0.160799
11392,16,0.164140
11660,16,0.166902
11928,16,0.170674
12196,16,0.174006
12464,16,0.176720
12732,16,0.179578
13000,16,0.184096
13268,16,0.186862
