# #Data,#Feat,Runtime
128,36,0.013473
130,36,0.013521
216,36,0.014993
302,36,0.016545
388,36,0.018097
474,36,0.019634
561,36,0.021380
647,36,0.022978
733,36,0.024389
819,36,0.026699
905,36,0.027775
991,36,0.029271
1077,36,0.031239
1164,36,0.032996
1250,36,0.034555
1336,36,0.036152
1422,36,0.038076
1508,36,0.039628
1594,36,0.041392
1681,36,0.043213
1767,36,0.044969
1853,36,0.046490
1939,36,0.048614
2025,36,0.050075
2111,36,0.051937
2198,36,0.054249
2284,36,0.055771
2370,36,0.057623
2456,36,0.059045
2542,36,0.061469
2628,36,0.062601
2715,36,0.064699
2801,36,0.066142
2887,36,0.068337
2973,36,0.070257
3059,36,0.071426
3145,36,0.073478
3231,36,0.075756
3318,36,0.077058
3404,36,0.079138
3490,36,0.081314
3576,36,0.083023
3662,36,0.084615
3748,36,0.086949
3835,36,0.088937
3921,36,0.091453
4007,36,0.092100
4093,36,0.094509
4179,36,0.096552
4265,36,0.098740
