# #Data,#Feat,Runtime
128,25,0.013460
141,25,0.013808
155,25,0.014097
168,25,0.014342
181,25,0.014676
195,25,0.014992
208,25,0.015273
222,25,0.015604
235,25,0.015920
248,25,0.016278
262,25,0.016604
275,25,0.016826
289,25,0.017366
302,25,0.017735
315,25,0.018077
329,25,0.018368
342,25,0.018709
356,25,0.019147
369,25,0.019559
382,25,0.019736
396,25,0.020259
409,25,0.020554
423,25,0.020951
436,25,0.021457
449,25,0.021747
463,25,0.022269
476,25,0.022693
490,25,0.022919
503,25,0.023559
516,25,0.023928
530,25,0.024239
543,25,0.024702
557,25,0.025160
570,25,0.025521
583,25,0.025933
597,25,0.026447
610,25,0.026837
624,25,0.027289
637,25,0.027652
650,25,0.028008
664,25,0.028392
