# #Data,#Feat,Runtime
128,50,0.014054
141,50,0.014579
155,50,0.014948
168,50,0.015295
181,50,0.015769
195,50,0.016233
208,50,0.016599
222,50,0.017033
235,50,0.017522
248,50,0.017937
262,50,0.018577
275,50,0.019013
289,50,0.019550
302,50,0.019888
315,50,0.020322
329,50,0.021002
342,50,0.021616
356,50,0.022165
369,50,0.022517
382,50,0.022830
396,50,0.023354
409,50,0.024092
423,50,0.024813
436,50,0.025347
449,50,0.025734
463,50,0.026479
476,50,0.026721
490,50,0.027195
503,50,0.028064
516,50,0.028845
530,50,0.029280
543,50,0.029824
557,50,0.030453
570,50,0.030929
583,50,0.031405
597,50,0.032399
610,50,0.032768
624,50,0.033563
637,50,0.034494
650,50,0.034070
664,50,0.035282
