# #Data,#Feat,Runtime
128,36,0.012105
188,36,0.011878
263,36,0.012091
337,36,0.012394
412,36,0.012632
487,36,0.012954
562,36,0.013549
637,36,0.013776
712,36,0.014023
787,36,0.014336
862,36,0.014659
936,36,0.014970
1011,36,0.015289
1086,36,0.015739
1161,36,0.016115
1236,36,0.016582
1311,36,0.016886
1386,36,0.017213
1461,36,0.017667
1536,36,0.018090
1610,36,0.018462
1685,36,0.018798
1760,36,0.019087
1835,36,0.019534
1910,36,0.019981
1985,36,0.020393
2060,36,0.020972
2135,36,0.021426
2209,36,0.021927
2284,36,0.022382
2359,36,0.022880
2434,36,0.023319
2509,36,0.023680
2584,36,0.024149
2659,36,0.024602
2734,36,0.025648
2808,36,0.025344
2883,36,0.025782
2958,36,0.026220
3033,36,0.026750
3108,36,0.027424
3183,36,0.034716
3258,36,0.028381
3333,36,0.028903
3408,36,0.029264
3482,36,0.030077
3557,36,0.030756
3632,36,0.031254
3707,36,0.032134
