# #Data,#Feat,Runtime
128,39,0.012054
132,39,0.012082
148,39,0.012177
163,39,0.012248
179,39,0.012322
194,39,0.012780
209,39,0.012856
225,39,0.012546
240,39,0.012634
256,39,0.012715
271,39,0.012853
287,39,0.012928
302,39,0.012991
318,39,0.013081
333,39,0.013149
349,39,0.013221
364,39,0.013288
380,39,0.013375
395,39,0.013428
411,39,0.013526
426,39,0.013631
442,39,0.013703
457,39,0.013757
473,39,0.013840
488,39,0.013911
504,39,0.014006
519,39,0.014218
535,39,0.014296
550,39,0.014357
566,39,0.014460
581,39,0.014554
596,39,0.014611
612,39,0.014697
627,39,0.014784
643,39,0.014904
658,39,0.014969
674,39,0.015031
689,39,0.015108
705,39,0.015224
720,39,0.015276
736,39,0.015355
751,39,0.015634
767,39,0.015966
