# #Data,#Feat,Runtime
128,54,0.012690
177,54,0.012525
228,54,0.012770
278,54,0.013072
329,54,0.013389
380,54,0.013575
430,54,0.013871
481,54,0.014097
531,54,0.014449
582,54,0.014699
632,54,0.014987
683,54,0.015197
733,54,0.015482
784,54,0.015800
834,54,0.016135
885,54,0.016368
935,54,0.016561
986,54,0.016810
1037,54,0.017508
1087,54,0.017762
1138,54,0.018144
1188,54,0.018340
1239,54,0.018718
1289,54,0.018998
1340,54,0.019237
1390,54,0.019458
1441,54,0.019765
1491,54,0.019999
1542,54,0.020537
1593,54,0.020896
1643,54,0.020964
1694,54,0.021284
1744,54,0.021622
1795,54,0.022035
1845,54,0.022119
1896,54,0.022516
1946,54,0.022763
1997,54,0.023074
2047,54,0.023371
2098,54,0.024160
2148,54,0.024347
2199,54,0.024695
2250,54,0.025326
2300,54,0.025607
2351,54,0.026162
2401,54,0.026284
2452,54,0.026538
2502,54,0.026371
