# #Data,#Feat,Runtime
128,1,0.011769
148,1,0.011845
175,1,0.011909
201,1,0.011939
228,1,0.011974
255,1,0.012018
282,1,0.012138
309,1,0.012194
335,1,0.012232
362,1,0.012256
389,1,0.012287
416,1,0.012346
443,1,0.012479
469,1,0.012427
496,1,0.012492
523,1,0.012670
550,1,0.012721
577,1,0.012755
603,1,0.012796
630,1,0.012829
657,1,0.012890
684,1,0.012947
711,1,0.012979
738,1,0.013010
764,1,0.013058
791,1,0.013105
818,1,0.013125
845,1,0.013195
871,1,0.013231
898,1,0.013267
925,1,0.013304
952,1,0.013353
979,1,0.013420
1005,1,0.013447
1032,1,0.013685
1059,1,0.013723
1086,1,0.013813
1113,1,0.013839
1139,1,0.013861
1166,1,0.013915
1193,1,0.013957
1220,1,0.013990
1247,1,0.014044
1273,1,0.014114
1300,1,0.014149
1327,1,0.014189
