# #Data,#Feat,Runtime
128,100,0.015390
141,100,0.015994
155,100,0.016654
168,100,0.017141
181,100,0.017791
195,100,0.018362
208,100,0.019046
222,100,0.019716
235,100,0.020430
248,100,0.021094
262,100,0.021939
275,100,0.022645
289,100,0.023571
302,100,0.024048
315,100,0.024719
329,100,0.025431
342,100,0.026118
356,100,0.027072
369,100,0.028030
382,100,0.028678
396,100,0.029480
409,100,0.030150
423,100,0.030973
436,100,0.031714
449,100,0.032282
463,100,0.033450
476,100,0.034426
490,100,0.035211
503,100,0.035732
516,100,0.036804
530,100,0.037649
543,100,0.038804
557,100,0.039736
570,100,0.040592
583,100,0.041286
597,100,0.042342
610,100,0.043512
624,100,0.044384
637,100,0.044952
650,100,0.045832
664,100,0.046427
