# #Data,#Feat,Runtime
128,21,0.012592
165,21,0.013068
275,21,0.014507
385,21,0.016018
494,21,0.017706
604,21,0.019676
714,21,0.021248
824,21,0.023114
933,21,0.024923
1043,21,0.026775
1153,21,0.028718
1263,21,0.030593
1372,21,0.032910
1482,21,0.035014
1592,21,0.036678
1702,21,0.038857
1812,21,0.040656
1921,21,0.042723
2031,21,0.044818
2141,21,0.047832
2251,21,0.050224
2360,21,0.052139
2470,21,0.054536
2580,21,0.056622
2690,21,0.058604
2799,21,0.061027
2909,21,0.063083
3019,21,0.065512
3129,21,0.067598
3238,21,0.069836
3348,21,0.072520
3458,21,0.074602
3568,21,0.077412
3677,21,0.079943
3787,21,0.082208
3897,21,0.084571
4007,21,0.086179
4116,21,0.090390
4226,21,0.091974
4336,21,0.095416
4446,21,0.096995
4556,21,0.099824
4665,21,0.101972
4775,21,0.104678
4885,21,0.106607
4995,21,0.110794
5104,21,0.112704
5214,21,0.114232
5324,21,0.117662
5434,21,0.120192
