# #Data,#Feat,Runtime
128,16,0.012687
221,16,0.013802
369,16,0.013807
516,16,0.014752
663,16,0.015632
811,16,0.016546
958,16,0.017394
1105,16,0.018512
1252,16,0.019494
1400,16,0.020463
1547,16,0.021603
1694,16,0.022429
1841,16,0.023445
1989,16,0.024423
2136,16,0.025701
2283,16,0.026707
2431,16,0.027789
2578,16,0.028745
2725,16,0.029620
2872,16,0.030633
3020,16,0.031565
3167,16,0.032636
3314,16,0.033618
3462,16,0.034712
3609,16,0.035516
3756,16,0.036470
3903,16,0.037365
4051,16,0.038592
4198,16,0.040340
4345,16,0.041180
4493,16,0.042246
4640,16,0.043656
4787,16,0.044850
4934,16,0.045766
5082,16,0.046653
5229,16,0.047869
5376,16,0.048791
5523,16,0.049917
5671,16,0.050729
5818,16,0.052162
5965,16,0.052964
6113,16,0.054164
6260,16,0.055262
6407,16,0.056586
6554,16,0.057430
6702,16,0.058630
6849,16,0.059367
6996,16,0.060425
7144,16,0.061562
7291,16,0.062843
