# #Data,#Feat,Runtime
128,285,0.013260
150,285,0.013624
193,285,0.014188
236,285,0.015175
278,285,0.015430
321,285,0.016054
364,285,0.016643
407,285,0.017246
449,285,0.017900
492,285,0.018578
535,285,0.019253
577,285,0.019881
620,285,0.020557
663,285,0.021110
706,285,0.021714
748,285,0.022432
791,285,0.023089
834,285,0.023692
877,285,0.024410
919,285,0.024998
962,285,0.025602
1005,285,0.026391
1048,285,0.027236
1090,285,0.027891
1133,285,0.028607
1176,285,0.029278
1219,285,0.029935
1261,285,0.030523
1304,285,0.031199
1347,285,0.031961
1390,285,0.032636
1432,285,0.033315
1475,285,0.033881
1518,285,0.034795
1561,285,0.035238
1603,285,0.035803
1646,285,0.036566
1689,285,0.037326
1731,285,0.037918
1774,285,0.038620
1817,285,0.039326
1860,285,0.040008
1902,285,0.040724
1945,285,0.041287
1988,285,0.041994
2031,285,0.042935
2073,285,0.043780
2116,285,0.044378
