# #Data,#Feat,Runtime
128,25,0.013458
141,25,0.013771
155,25,0.014077
168,25,0.014352
181,25,0.014588
195,25,0.014913
208,25,0.015251
222,25,0.015510
235,25,0.015879
248,25,0.016155
262,25,0.016542
275,25,0.016854
289,25,0.017127
302,25,0.017457
315,25,0.017834
329,25,0.018131
342,25,0.018439
356,25,0.018801
369,25,0.019326
382,25,0.019675
396,25,0.019872
409,25,0.020376
423,25,0.020657
436,25,0.021163
449,25,0.021451
463,25,0.021866
476,25,0.022223
490,25,0.022470
503,25,0.023045
516,25,0.023480
530,25,0.023809
543,25,0.024123
557,25,0.024332
570,25,0.024964
583,25,0.025404
597,25,0.025836
610,25,0.026961
624,25,0.026702
637,25,0.026898
650,25,0.027232
664,25,0.027762
