# #Data,#Feat,Runtime
153,8,0.012490
458,8,0.015240
764,8,0.018832
1069,8,0.022684
1374,8,0.026402
1680,8,0.030388
1985,8,0.034491
2290,8,0.038920
2596,8,0.043322
2901,8,0.047830
3206,8,0.052230
3511,8,0.056840
3817,8,0.060838
4122,8,0.066344
4427,8,0.071679
4733,8,0.076566
5038,8,0.081488
5343,8,0.086652
5649,8,0.091695
5954,8,0.096461
6259,8,0.101596
6564,8,0.106077
6870,8,0.111244
7175,8,0.117377
7480,8,0.122584
7786,8,0.127499
8091,8,0.132591
8396,8,0.138888
8702,8,0.145160
9007,8,0.150057
9312,8,0.156088
9617,8,0.161360
9923,8,0.166846
10228,8,0.171789
10533,8,0.177653
10839,8,0.183130
11144,8,0.188582
11449,8,0.193724
11755,8,0.200766
12060,8,0.206043
12365,8,0.211566
12670,8,0.217000
12976,8,0.223075
13281,8,0.229591
13586,8,0.233751
13892,8,0.240348
14197,8,0.246013
14502,8,0.253423
14808,8,0.258497
15113,8,0.263345
