# #Data,#Feat,Runtime
128,8460,0.047968
136,8460,0.050092
157,8460,0.058274
178,8460,0.066670
199,8460,0.076856
220,8460,0.088346
241,8460,0.100803
261,8460,0.110225
282,8460,0.119503
303,8460,0.131971
324,8460,0.139034
345,8460,0.154210
366,8460,0.168507
387,8460,0.177421
408,8460,0.189761
429,8460,0.198196
449,8460,0.209645
470,8460,0.222944
491,8460,0.236936
512,8460,0.247854
533,8460,0.265019
554,8460,0.274381
575,8460,0.290918
596,8460,0.305736
616,8460,0.316964
637,8460,0.324762
658,8460,0.342729
679,8460,0.362436
700,8460,0.369276
721,8460,0.382973
742,8460,0.389837
763,8460,0.409142
783,8460,0.417742
804,8460,0.432329
825,8460,0.453168
846,8460,0.455337
867,8460,0.477861
888,8460,0.493576
909,8460,0.506416
930,8460,0.520405
951,8460,0.540921
971,8460,0.543378
992,8460,0.557219
1013,8460,0.581651
1034,8460,0.586967
