# #Data,#Feat,Runtime
128,3182,0.019430
142,3182,0.021603
155,3182,0.023732
168,3182,0.026540
182,3182,0.029040
195,3182,0.032437
209,3182,0.034944
222,3182,0.037479
236,3182,0.041264
249,3182,0.043632
263,3182,0.046104
276,3182,0.049192
289,3182,0.051860
303,3182,0.054625
316,3182,0.057368
330,3182,0.061222
343,3182,0.063159
357,3182,0.066662
370,3182,0.071024
384,3182,0.072857
397,3182,0.075809
410,3182,0.078882
424,3182,0.082076
437,3182,0.087054
451,3182,0.092383
464,3182,0.093034
478,3182,0.094466
491,3182,0.099321
504,3182,0.102434
518,3182,0.106015
531,3182,0.111213
545,3182,0.115276
558,3182,0.117344
572,3182,0.122127
585,3182,0.123489
599,3182,0.130091
612,3182,0.133777
625,3182,0.135719
639,3182,0.139006
652,3182,0.147223
666,3182,0.148945
