# #Data,#Feat,Runtime
3274,8,0.029879
9821,8,0.123478
16367,8,0.237042
22914,8,0.374196
29461,8,0.519404
36008,8,0.679357
42554,8,0.831340
49101,8,1.017721
55648,8,1.196401
62195,8,1.394477
68741,8,1.564537
75288,8,1.794489
81835,8,2.013188
88382,8,2.218164
94929,8,2.438952
101475,8,2.665852
108022,8,2.905816
114569,8,3.142840
121116,8,3.370159
127662,8,3.591681
134209,8,3.912221
140756,8,4.162277
147303,8,4.426524
153849,8,4.665171
160396,8,4.932165
166943,8,5.254373
173490,8,5.539780
180036,8,5.872474
186583,8,6.127389
193130,8,6.474740
199677,8,6.660779
206223,8,7.034845
212770,8,7.298930
219317,8,7.675247
225864,8,7.910784
232410,8,8.300960
238957,8,8.540393
245504,8,8.981976
252051,8,9.247789
258598,8,9.594649
265144,8,9.893506
271691,8,10.233641
278238,8,10.856413
284785,8,10.880955
291331,8,11.497551
297878,8,11.732514
304425,8,12.078957
310972,8,12.491791
317518,8,12.733017
324065,8,13.041109
