# #Data,#Feat,Runtime
128,12432,0.039155
145,12432,0.046868
186,12432,0.061919
227,12432,0.079572
268,12432,0.097020
309,12432,0.120051
351,12432,0.137237
392,12432,0.160374
433,12432,0.179741
474,12432,0.202614
515,12432,0.228382
556,12432,0.255886
598,12432,0.280584
639,12432,0.313084
680,12432,0.326500
721,12432,0.361871
762,12432,0.381221
804,12432,0.420461
845,12432,0.458115
886,12432,0.488187
927,12432,0.500548
968,12432,0.540511
1009,12432,0.563544
1051,12432,0.609392
1092,12432,0.642112
1133,12432,0.682459
1174,12432,0.708513
1215,12432,0.744206
1256,12432,0.774044
1298,12432,0.801741
1339,12432,0.827062
1380,12432,0.866424
1421,12432,0.904521
1462,12432,0.936460
1504,12432,0.976734
1545,12432,1.032104
1586,12432,1.095214
1627,12432,1.119519
1668,12432,1.158194
1709,12432,1.206567
1751,12432,1.217889
1792,12432,1.279962
1833,12432,1.308410
1874,12432,1.358512
1915,12432,1.413663
1957,12432,1.462553
1998,12432,1.491081
2039,12432,1.524303
