# #Data,#Feat,Runtime
811,1001,0.194077
2431,1001,0.755332
4051,1001,1.444294
5671,1001,2.263893
7291,1001,3.171487
8911,1001,4.117101
10531,1001,5.222804
12152,1001,6.415012
13772,1001,7.743630
15392,1001,9.173286
17012,1001,10.493608
18632,1001,12.080993
20252,1001,13.691249
21872,1001,15.532472
23493,1001,17.353790
25113,1001,19.147308
26733,1001,21.513240
28353,1001,23.407931
29973,1001,25.953271
31593,1001,28.133630
33213,1001,30.639316
34834,1001,32.550575
36454,1001,35.779099
38074,1001,38.230828
39694,1001,40.934006
41314,1001,43.645597
42934,1001,46.170523
44554,1001,48.604308
46174,1001,51.160098
47795,1001,54.599375
49415,1001,57.826258
51035,1001,60.835772
52655,1001,63.991488
54275,1001,67.954930
55895,1001,70.461341
57515,1001,73.061120
59136,1001,77.744245
60756,1001,80.061741
62376,1001,83.250042
63996,1001,87.173835
65616,1001,91.117774
67236,1001,93.965292
68856,1001,98.236993
70477,1001,101.694609
72097,1001,105.488012
73717,1001,108.849740
75337,1001,113.393730
76957,1001,120.108914
78577,1001,121.654889
80197,1001,124.381382
