# #Data,#Feat,Runtime
128,3238,0.017702
134,3238,0.019067
148,3238,0.021558
162,3238,0.024072
176,3238,0.026617
190,3238,0.029073
204,3238,0.031542
218,3238,0.034109
232,3238,0.036659
246,3238,0.040348
260,3238,0.042287
274,3238,0.045782
288,3238,0.048434
302,3238,0.051006
316,3238,0.054131
330,3238,0.057507
344,3238,0.060065
359,3238,0.063643
373,3238,0.066715
387,3238,0.069566
401,3238,0.072502
415,3238,0.076400
429,3238,0.078805
443,3238,0.081422
457,3238,0.084709
471,3238,0.087873
485,3238,0.091952
499,3238,0.095462
513,3238,0.099026
527,3238,0.101767
541,3238,0.106599
555,3238,0.108110
569,3238,0.111543
583,3238,0.116320
597,3238,0.118380
611,3238,0.121969
625,3238,0.124784
639,3238,0.127271
653,3238,0.129902
667,3238,0.133425
681,3238,0.136931
695,3238,0.139774
