# #Data,#Feat,Runtime
128,13195,0.041012
151,13195,0.049921
194,13195,0.068150
237,13195,0.086118
279,13195,0.107814
322,13195,0.132505
365,13195,0.154624
408,13195,0.180856
451,13195,0.204266
494,13195,0.231788
537,13195,0.263778
580,13195,0.293439
623,13195,0.319930
666,13195,0.349160
709,13195,0.385028
752,13195,0.418003
795,13195,0.448688
837,13195,0.492532
880,13195,0.523815
923,13195,0.554269
966,13195,0.604426
1009,13195,0.640970
1052,13195,0.685612
1095,13195,0.719386
1138,13195,0.778883
1181,13195,0.824779
1224,13195,0.864504
1267,13195,0.898893
1310,13195,0.940708
1352,13195,0.993364
1395,13195,1.060889
1438,13195,1.111332
1481,13195,1.114570
1524,13195,1.173050
1567,13195,1.230954
1610,13195,1.303989
1653,13195,1.347469
1696,13195,1.394037
1739,13195,1.459389
1782,13195,1.487832
1825,13195,1.532730
1868,13195,1.623515
1910,13195,1.683979
1953,13195,1.764794
1996,13195,1.866552
2039,13195,1.898258
2082,13195,1.928061
2125,13195,2.022732
