# #Data,#Feat,Runtime
6868,10,0.163711
20603,10,0.732645
34338,10,1.516670
48073,10,2.468268
61809,10,3.679430
75544,10,5.060858
89279,10,6.502198
103014,10,8.210795
116749,10,10.153750
130484,10,12.046465
144219,10,14.381864
157954,10,16.714512
171689,10,19.116763
185425,10,21.962891
199160,10,24.622002
212895,10,27.802120
226630,10,30.727562
240365,10,34.215293
254100,10,37.530926
267835,10,41.239834
281570,10,44.912741
295306,10,48.809835
309041,10,52.987184
322776,10,56.867776
336511,10,61.530941
350246,10,65.905575
363981,10,71.275803
377716,10,75.114053
391451,10,80.196818
405187,10,85.878572
418922,10,91.485128
432657,10,96.216171
446392,10,101.793574
460127,10,109.022411
473862,10,113.974032
487597,10,119.682762
501332,10,126.231761
515067,10,135.913619
528803,10,139.106631
542538,10,143.854803
556273,10,152.376879
570008,10,159.664861
583743,10,166.236227
597478,10,174.912483
611213,10,179.673295
624948,10,186.759583
638684,10,192.729310
652419,10,199.923945
666154,10,208.978250
679889,10,218.309231
