# #Data,#Feat,Runtime
128,3758,0.018834
145,3758,0.022158
167,3758,0.025612
189,3758,0.029091
211,3758,0.033657
233,3758,0.036852
256,3758,0.041607
278,3758,0.046213
300,3758,0.050374
322,3758,0.054081
344,3758,0.058301
366,3758,0.062454
389,3758,0.068357
411,3758,0.072889
433,3758,0.076939
455,3758,0.082188
477,3758,0.088427
500,3758,0.095908
522,3758,0.100569
544,3758,0.105877
566,3758,0.111204
588,3758,0.115919
610,3758,0.120546
633,3758,0.127043
655,3758,0.133643
677,3758,0.138777
699,3758,0.142550
721,3758,0.149148
744,3758,0.153247
766,3758,0.161303
788,3758,0.165789
810,3758,0.172285
832,3758,0.178144
854,3758,0.183640
877,3758,0.189736
899,3758,0.198132
921,3758,0.202870
943,3758,0.210682
965,3758,0.214266
988,3758,0.223475
1010,3758,0.231581
1032,3758,0.234703
1054,3758,0.244390
1076,3758,0.251802
1098,3758,0.256009
